Transaction_ID,Application_ID,Transaction_Date,Account_Type,Transaction_Type,Description,Amount,Debit_Credit,Category,Counterparty_Type,Balance,GST_Related,EMI_Related,Salary_or_Business_Income,Recurring,Anomaly_Flag,Round_Trip_Flag,Bounce_Flag
TXN000206,APP00033,2024-02-01,Current,NEFT,Transfer,28193,Credit,Utilities,Vendor,306174,No,No,No,No,No,No,No
TXN000207,APP00020,2024-02-01,Current,NEFT,Transfer,1168,Credit,Rent,Vendor,307342,No,No,No,Yes,No,No,No
TXN000208,APP00010,2024-02-01,Current,NEFT,Transfer,39005,Credit,Utilities,Vendor,346347,No,No,No,No,No,No,No
TXN000209,APP00036,2024-02-01,Current,NEFT,Transfer,32741,Credit,GST,Vendor,379088,Yes,No,No,No,No,No,No
TXN000210,APP00013,2024-02-01,Current,NEFT,Transfer,25720,Credit,GST,Vendor,404808,Yes,No,No,Yes,No,No,No
TXN000211,APP00050,2024-02-01,Current,NEFT,Transfer,16650,Credit,Vendor Payment,Vendor,421458,No,No,No,No,No,No,No
TXN000212,APP00025,2024-02-01,Current,NEFT,Transfer,21852,Credit,Rent,Vendor,443310,No,No,No,No,No,No,No
TXN000213,APP00003,2024-02-01,Current,NEFT,Transfer,44495,Debit,EMI,Vendor,398815,No,Yes,No,No,No,No,No
TXN000214,APP00007,2024-02-01,Current,NEFT,Transfer,39678,Credit,Utilities,Vendor,438493,No,No,No,Yes,No,No,No
TXN000215,APP00030,2024-02-01,Current,NEFT,Transfer,29855,Debit,Salary,Vendor,408638,No,No,Yes,No,No,No,No
TXN000216,APP00042,2024-02-01,Current,NEFT,Transfer,10447,Credit,Utilities,Vendor,419085,No,No,No,Yes,No,No,No
TXN000217,APP00017,2024-02-01,Current,NEFT,Transfer,5903,Credit,Utilities,Vendor,424988,No,No,No,No,No,No,No
TXN000218,APP00006,2024-02-01,Current,NEFT,Transfer,46397,Credit,Rent,Vendor,471385,No,No,No,Yes,No,No,No
TXN000219,APP00041,2024-02-01,Current,NEFT,Transfer,35971,Credit,GST,Vendor,507356,Yes,No,No,No,No,No,No
TXN000220,APP00005,2024-02-01,Current,NEFT,Transfer,32978,Debit,Salary,Vendor,474378,No,No,Yes,No,No,No,No
TXN000221,APP00048,2024-02-01,Current,NEFT,Transfer,45852,Credit,Vendor Payment,Vendor,520230,No,No,No,No,Yes,No,No
TXN000222,APP00011,2024-02-01,Current,NEFT,Transfer,42533,Debit,EMI,Vendor,477697,No,Yes,No,No,No,No,No
TXN000223,APP00004,2024-02-01,Current,NEFT,Transfer,2897,Debit,GST,Vendor,474800,Yes,No,No,No,No,No,No
TXN000224,APP00016,2024-02-01,Current,NEFT,Transfer,25565,Credit,Vendor Payment,Vendor,500365,No,No,No,No,No,No,No
TXN000225,APP00012,2024-02-01,Current,NEFT,Transfer,38088,Debit,Vendor Payment,Vendor,462277,No,No,No,No,No,No,No
TXN000226,APP00038,2024-02-01,Current,NEFT,Transfer,26070,Debit,EMI,Vendor,436207,No,Yes,No,No,No,No,No
TXN000227,APP00017,2024-02-01,Current,NEFT,Transfer,31221,Credit,EMI,Vendor,467428,No,Yes,No,No,No,No,No
TXN000228,APP00035,2024-02-01,Current,NEFT,Transfer,31490,Credit,Rent,Vendor,498918,No,No,No,No,No,No,No
TXN000229,APP00020,2024-02-01,Current,NEFT,Transfer,29949,Credit,Salary,Vendor,528867,No,No,Yes,No,No,No,No
TXN000230,APP00020,2024-02-01,Current,NEFT,Transfer,28807,Credit,EMI,Vendor,557674,No,Yes,No,No,No,No,No
TXN000231,APP00016,2024-02-01,Current,NEFT,Transfer,26211,Credit,Business Revenue,Vendor,583885,No,No,Yes,No,No,No,No
TXN000232,APP00019,2024-02-01,Current,NEFT,Transfer,24524,Credit,Rent,Vendor,608409,No,No,No,No,No,No,No
TXN000233,APP00001,2024-02-01,Current,NEFT,Transfer,44137,Credit,GST,Vendor,652546,Yes,No,No,No,No,No,No
TXN000234,APP00048,2024-02-01,Current,NEFT,Transfer,45944,Debit,Salary,Vendor,606602,No,No,Yes,No,Yes,No,No
TXN000235,APP00023,2024-02-01,Current,NEFT,Transfer,19756,Debit,Salary,Vendor,586846,No,No,Yes,No,No,No,No
TXN000236,APP00049,2024-02-01,Current,NEFT,Transfer,13460,Credit,Rent,Vendor,600306,No,No,No,No,No,No,No
TXN000237,APP00007,2024-02-01,Current,NEFT,Transfer,44200,Debit,Rent,Vendor,556106,No,No,No,Yes,No,No,No
TXN000238,APP00029,2024-02-01,Current,NEFT,Transfer,43358,Debit,GST,Vendor,512748,Yes,No,No,No,No,No,No
TXN000239,APP00019,2024-02-01,Current,NEFT,Transfer,24911,Debit,Business Revenue,Vendor,487837,No,No,Yes,No,No,No,No
TXN000240,APP00009,2024-02-01,Current,NEFT,Transfer,28230,Debit,Vendor Payment,Vendor,459607,No,No,No,No,No,No,No
TXN000241,APP00011,2024-02-01,Current,NEFT,Transfer,24976,Credit,Utilities,Vendor,484583,No,No,No,No,No,No,No
TXN000242,APP00022,2024-02-01,Current,NEFT,Transfer,32578,Credit,Rent,Vendor,517161,No,No,No,Yes,No,No,No
TXN000243,APP00049,2024-02-01,Current,NEFT,Transfer,31692,Debit,Vendor Payment,Vendor,485469,No,No,No,Yes,No,No,No
TXN000244,APP00036,2024-02-01,Current,NEFT,Transfer,45323,Credit,Utilities,Vendor,530792,No,No,No,No,No,No,No
TXN000245,APP00008,2024-02-01,Current,NEFT,Transfer,1912,Credit,Salary,Vendor,532704,No,No,Yes,No,No,No,No
TXN000246,APP00025,2024-02-01,Current,NEFT,Transfer,45094,Credit,Salary,Vendor,577798,No,No,Yes,Yes,Yes,No,No
TXN000247,APP00002,2024-02-01,Current,NEFT,Transfer,8100,Debit,EMI,Vendor,569698,No,Yes,No,No,No,No,No
TXN000248,APP00015,2024-02-01,Current,NEFT,Transfer,37792,Credit,Salary,Vendor,607490,No,No,Yes,No,No,No,No
TXN000249,APP00020,2024-02-01,Current,NEFT,Transfer,42641,Credit,Rent,Vendor,650131,No,No,No,No,No,No,No
TXN000250,APP00003,2024-02-01,Current,NEFT,Transfer,8646,Debit,Business Revenue,Vendor,641485,No,No,Yes,No,No,No,No
TXN000251,APP00016,2024-02-01,Current,NEFT,Transfer,33284,Debit,Business Revenue,Vendor,608201,No,No,Yes,Yes,No,No,No
TXN000252,APP00024,2024-02-01,Current,NEFT,Transfer,9890,Credit,EMI,Vendor,618091,No,Yes,No,No,No,No,No
TXN000253,APP00048,2024-02-01,Current,NEFT,Transfer,49702,Credit,Salary,Vendor,667793,No,No,Yes,No,No,No,No
TXN000254,APP00032,2024-02-01,Current,NEFT,Transfer,43920,Debit,Utilities,Vendor,623873,No,No,No,No,No,No,No
TXN000255,APP00024,2024-02-01,Current,NEFT,Transfer,19333,Debit,Rent,Vendor,604540,No,No,No,No,No,No,No
TXN000256,APP00024,2024-02-01,Current,NEFT,Transfer,30143,Debit,Utilities,Vendor,574397,No,No,No,No,No,No,No
TXN000257,APP00042,2024-02-01,Current,NEFT,Transfer,45936,Credit,Salary,Vendor,620333,No,No,Yes,No,No,No,No
TXN000258,APP00030,2024-02-01,Current,NEFT,Transfer,13439,Debit,Utilities,Vendor,606894,No,No,No,No,No,No,No
TXN000259,APP00022,2024-02-01,Current,NEFT,Transfer,14900,Debit,Business Revenue,Vendor,591994,No,No,Yes,No,No,No,No
TXN000260,APP00049,2024-02-01,Current,NEFT,Transfer,9252,Debit,Business Revenue,Vendor,582742,No,No,Yes,No,No,No,No
TXN000261,APP00015,2024-02-01,Current,NEFT,Transfer,39429,Debit,Utilities,Vendor,543313,No,No,No,No,No,No,No
TXN000262,APP00010,2024-02-01,Current,NEFT,Transfer,10670,Debit,GST,Vendor,532643,Yes,No,No,Yes,No,No,No
TXN000263,APP00012,2024-02-01,Current,NEFT,Transfer,36403,Credit,Utilities,Vendor,569046,No,No,No,No,No,No,No
TXN000264,APP00023,2024-02-01,Current,NEFT,Transfer,2689,Debit,Business Revenue,Vendor,566357,No,No,Yes,No,No,No,No
TXN000265,APP00012,2024-02-01,Current,NEFT,Transfer,16593,Credit,Business Revenue,Vendor,582950,No,No,Yes,No,No,No,No
TXN000266,APP00008,2024-02-01,Current,NEFT,Transfer,9307,Credit,Salary,Vendor,592257,No,No,Yes,No,No,No,No
TXN000267,APP00024,2024-02-01,Current,NEFT,Transfer,32211,Credit,Utilities,Vendor,624468,No,No,No,No,No,No,No
TXN000268,APP00015,2024-02-01,Current,NEFT,Transfer,8146,Credit,Salary,Vendor,632614,No,No,Yes,Yes,No,No,No
TXN000269,APP00042,2024-02-01,Current,NEFT,Transfer,3841,Credit,EMI,Vendor,636455,No,Yes,No,Yes,No,No,No
TXN000270,APP00026,2024-02-01,Current,NEFT,Transfer,4986,Credit,Utilities,Vendor,641441,No,No,No,No,No,No,No
TXN000271,APP00029,2024-02-01,Current,NEFT,Transfer,8075,Credit,Rent,Vendor,649516,No,No,No,No,No,No,No
TXN000272,APP00010,2024-02-01,Current,NEFT,Transfer,6294,Credit,Salary,Vendor,655810,No,No,Yes,No,No,No,No
TXN000273,APP00039,2024-02-01,Current,NEFT,Transfer,19023,Credit,EMI,Vendor,674833,No,Yes,No,No,No,No,No
TXN000274,APP00045,2024-02-01,Current,NEFT,Transfer,30734,Credit,Business Revenue,Vendor,705567,No,No,Yes,No,No,No,No
TXN000275,APP00029,2024-02-01,Current,NEFT,Transfer,43907,Debit,EMI,Vendor,661660,No,Yes,No,Yes,No,No,No
TXN000276,APP00030,2024-02-01,Current,NEFT,Transfer,28119,Credit,Utilities,Vendor,689779,No,No,No,No,No,No,No
TXN000277,APP00028,2024-02-01,Current,NEFT,Transfer,48815,Debit,GST,Vendor,640964,Yes,No,No,No,No,No,No
TXN000278,APP00006,2024-02-01,Current,NEFT,Transfer,11003,Credit,Business Revenue,Vendor,651967,No,No,Yes,Yes,No,No,No
TXN000279,APP00048,2024-02-01,Current,NEFT,Transfer,7109,Credit,Business Revenue,Vendor,659076,No,No,Yes,No,No,No,No
TXN000280,APP00036,2024-02-01,Current,NEFT,Transfer,9527,Debit,Salary,Vendor,649549,No,No,Yes,No,No,No,No
TXN000281,APP00023,2024-02-01,Current,NEFT,Transfer,44909,Debit,EMI,Vendor,604640,No,Yes,No,Yes,No,No,No
TXN000282,APP00039,2024-02-01,Current,NEFT,Transfer,28717,Debit,GST,Vendor,575923,Yes,No,No,No,No,No,No
TXN000283,APP00043,2024-02-01,Current,NEFT,Transfer,7789,Debit,Vendor Payment,Vendor,568134,No,No,No,No,No,No,No
TXN000284,APP00036,2024-02-01,Current,NEFT,Transfer,8092,Credit,Utilities,Vendor,576226,No,No,No,No,No,No,No
TXN000285,APP00028,2024-02-01,Current,NEFT,Transfer,19256,Debit,Utilities,Vendor,556970,No,No,No,Yes,No,No,No
TXN000286,APP00043,2024-02-01,Current,NEFT,Transfer,41745,Debit,Salary,Vendor,515225,No,No,Yes,Yes,No,No,No
TXN000287,APP00018,2024-02-01,Current,NEFT,Transfer,18527,Debit,Vendor Payment,Vendor,496698,No,No,No,No,No,No,No
TXN000288,APP00001,2024-02-01,Current,NEFT,Transfer,21249,Credit,GST,Vendor,517947,Yes,No,No,No,No,No,No
TXN000289,APP00010,2024-02-01,Current,NEFT,Transfer,10388,Credit,Business Revenue,Vendor,528335,No,No,Yes,No,No,No,No
TXN000290,APP00034,2024-02-01,Current,NEFT,Transfer,3009,Debit,Rent,Vendor,525326,No,No,No,No,No,No,No
TXN000291,APP00011,2024-02-01,Current,NEFT,Transfer,28514,Credit,GST,Vendor,553840,Yes,No,No,No,No,No,No
TXN000292,APP00037,2024-02-01,Current,NEFT,Transfer,48290,Credit,Utilities,Vendor,602130,No,No,No,No,No,No,No
TXN000293,APP00040,2024-02-01,Current,NEFT,Transfer,11196,Debit,Utilities,Vendor,590934,No,No,No,No,No,No,No
TXN000294,APP00043,2024-02-01,Current,NEFT,Transfer,6346,Credit,EMI,Vendor,597280,No,Yes,No,No,No,No,No
TXN000295,APP00018,2024-02-01,Current,NEFT,Transfer,40785,Credit,EMI,Vendor,638065,No,Yes,No,No,No,No,No
TXN000296,APP00028,2024-02-01,Current,NEFT,Transfer,34577,Debit,GST,Vendor,603488,Yes,No,No,No,No,No,No
TXN000297,APP00043,2024-02-01,Current,NEFT,Transfer,45447,Credit,Salary,Vendor,648935,No,No,Yes,No,No,No,No
TXN000298,APP00014,2024-02-01,Current,NEFT,Transfer,40277,Debit,Business Revenue,Vendor,608658,No,No,Yes,No,No,No,No
TXN000299,APP00017,2024-02-01,Current,NEFT,Transfer,14843,Debit,Utilities,Vendor,593815,No,No,No,No,No,No,No
TXN000300,APP00048,2024-02-01,Current,NEFT,Transfer,8863,Debit,EMI,Vendor,584952,No,Yes,No,No,No,No,No
TXN000301,APP00046,2024-02-01,Current,NEFT,Transfer,9466,Credit,Salary,Vendor,594418,No,No,Yes,No,No,No,No
TXN000302,APP00026,2024-02-01,Current,NEFT,Transfer,37616,Credit,Business Revenue,Vendor,632034,No,No,Yes,Yes,No,No,No
TXN000303,APP00030,2024-02-01,Current,NEFT,Transfer,3772,Credit,Business Revenue,Vendor,635806,No,No,Yes,Yes,No,No,No
TXN000304,APP00026,2024-02-01,Current,NEFT,Transfer,21516,Credit,Salary,Vendor,657322,No,No,Yes,No,No,No,No
TXN000305,APP00026,2024-02-01,Current,NEFT,Transfer,28373,Credit,Business Revenue,Vendor,685695,No,No,Yes,No,No,No,No
TXN000306,APP00040,2024-02-01,Current,NEFT,Transfer,22284,Debit,Utilities,Vendor,663411,No,No,No,No,No,No,No
TXN000307,APP00028,2024-02-01,Current,NEFT,Transfer,46194,Credit,Business Revenue,Vendor,709605,No,No,Yes,Yes,No,No,No
TXN000308,APP00006,2024-02-01,Current,NEFT,Transfer,39592,Credit,Salary,Vendor,749197,No,No,Yes,No,No,No,No
TXN000309,APP00022,2024-02-01,Current,NEFT,Transfer,21334,Credit,Vendor Payment,Vendor,770531,No,No,No,No,No,No,No
TXN000310,APP00033,2024-02-01,Current,NEFT,Transfer,6005,Debit,Salary,Vendor,764526,No,No,Yes,No,No,No,No
TXN000311,APP00042,2024-02-01,Current,NEFT,Transfer,23896,Credit,Rent,Vendor,788422,No,No,No,Yes,No,No,No
TXN000312,APP00017,2024-02-01,Current,NEFT,Transfer,16484,Debit,Vendor Payment,Vendor,771938,No,No,No,No,No,No,No
TXN000313,APP00049,2024-02-01,Current,NEFT,Transfer,40478,Debit,Utilities,Vendor,731460,No,No,No,No,No,No,No
TXN000314,APP00049,2024-02-01,Current,NEFT,Transfer,12609,Credit,EMI,Vendor,744069,No,Yes,No,No,No,No,No
TXN000315,APP00037,2024-02-01,Current,NEFT,Transfer,38976,Credit,Rent,Vendor,783045,No,No,No,No,No,No,No
TXN000316,APP00041,2024-02-01,Current,NEFT,Transfer,41928,Credit,Utilities,Vendor,824973,No,No,No,No,No,No,No
TXN000317,APP00029,2024-02-01,Current,NEFT,Transfer,29820,Debit,EMI,Vendor,795153,No,Yes,No,No,No,No,No
TXN000318,APP00033,2024-02-01,Current,NEFT,Transfer,19001,Debit,GST,Vendor,776152,Yes,No,No,No,No,No,No
TXN000319,APP00004,2024-02-01,Current,NEFT,Transfer,31260,Credit,Business Revenue,Vendor,807412,No,No,Yes,No,No,No,No
TXN000320,APP00006,2024-02-01,Current,NEFT,Transfer,19813,Debit,Rent,Vendor,787599,No,No,No,No,No,No,No
TXN000321,APP00038,2024-02-01,Current,NEFT,Transfer,34231,Credit,EMI,Vendor,821830,No,Yes,No,No,No,No,No
TXN000322,APP00037,2024-02-01,Current,NEFT,Transfer,49425,Debit,EMI,Vendor,772405,No,Yes,No,No,No,No,No
TXN000323,APP00029,2024-02-01,Current,NEFT,Transfer,32170,Debit,Business Revenue,Vendor,740235,No,No,Yes,No,No,No,No
TXN000324,APP00042,2024-02-01,Current,NEFT,Transfer,23507,Debit,Salary,Vendor,716728,No,No,Yes,No,No,No,No
TXN000325,APP00034,2024-02-01,Current,NEFT,Transfer,17236,Credit,EMI,Vendor,733964,No,Yes,No,No,No,No,No
TXN000326,APP00019,2024-02-01,Current,NEFT,Transfer,11403,Credit,GST,Vendor,745367,Yes,No,No,No,No,No,No
TXN000327,APP00041,2024-02-01,Current,NEFT,Transfer,23175,Debit,Utilities,Vendor,722192,No,No,No,No,No,No,No
TXN000328,APP00036,2024-02-01,Current,NEFT,Transfer,5319,Credit,Business Revenue,Vendor,727511,No,No,Yes,No,No,No,No
TXN000329,APP00043,2024-02-01,Current,NEFT,Transfer,19621,Credit,Rent,Vendor,747132,No,No,No,Yes,No,No,No
TXN000330,APP00006,2024-02-01,Current,NEFT,Transfer,40498,Debit,GST,Vendor,706634,Yes,No,No,No,No,No,No
TXN000331,APP00042,2024-02-01,Current,NEFT,Transfer,10268,Credit,GST,Vendor,716902,Yes,No,No,No,No,No,No
TXN000332,APP00046,2024-02-01,Current,NEFT,Transfer,26687,Debit,Salary,Vendor,690215,No,No,Yes,Yes,No,No,No
TXN000333,APP00022,2024-02-01,Current,NEFT,Transfer,21288,Credit,Rent,Vendor,711503,No,No,No,Yes,No,No,No
TXN000334,APP00043,2024-02-01,Current,NEFT,Transfer,44916,Debit,Rent,Vendor,666587,No,No,No,No,No,No,No
TXN000335,APP00020,2024-02-01,Current,NEFT,Transfer,24712,Debit,GST,Vendor,641875,Yes,No,No,No,No,No,No
TXN000336,APP00032,2024-02-01,Current,NEFT,Transfer,15037,Credit,Utilities,Vendor,656912,No,No,No,No,No,No,No
TXN000337,APP00019,2024-02-01,Current,NEFT,Transfer,10015,Debit,Business Revenue,Vendor,646897,No,No,Yes,Yes,No,No,No
TXN000338,APP00022,2024-02-01,Current,NEFT,Transfer,7628,Debit,Rent,Vendor,639269,No,No,No,Yes,No,No,No
TXN000339,APP00025,2024-02-01,Current,NEFT,Transfer,41503,Debit,Salary,Vendor,597766,No,No,Yes,No,No,No,No
TXN000340,APP00029,2024-02-01,Current,NEFT,Transfer,12851,Debit,Rent,Vendor,584915,No,No,No,No,No,No,No
TXN000341,APP00040,2024-02-01,Current,NEFT,Transfer,24874,Debit,EMI,Vendor,560041,No,Yes,No,No,No,No,No
TXN000342,APP00016,2024-02-01,Current,NEFT,Transfer,30420,Debit,Salary,Vendor,529621,No,No,Yes,No,No,No,No
TXN000343,APP00044,2024-02-01,Current,NEFT,Transfer,31737,Debit,GST,Vendor,497884,Yes,No,No,Yes,No,No,No
TXN000344,APP00019,2024-02-01,Current,NEFT,Transfer,29874,Credit,Utilities,Vendor,527758,No,No,No,No,No,No,No
TXN000345,APP00013,2024-02-01,Current,NEFT,Transfer,33958,Credit,Vendor Payment,Vendor,561716,No,No,No,Yes,No,No,No
TXN000346,APP00042,2024-02-01,Current,NEFT,Transfer,10070,Credit,Business Revenue,Vendor,571786,No,No,Yes,No,No,No,No
TXN000347,APP00034,2024-02-01,Current,NEFT,Transfer,25327,Debit,Rent,Vendor,546459,No,No,No,Yes,No,No,No
TXN000348,APP00011,2024-02-01,Current,NEFT,Transfer,19681,Debit,Utilities,Vendor,526778,No,No,No,No,No,No,No
TXN000349,APP00028,2024-02-01,Current,NEFT,Transfer,34643,Debit,Utilities,Vendor,492135,No,No,No,No,No,No,No
TXN000350,APP00002,2024-02-01,Current,NEFT,Transfer,15551,Credit,GST,Vendor,507686,Yes,No,No,No,No,No,No
TXN000351,APP00025,2024-02-01,Current,NEFT,Transfer,26982,Credit,Vendor Payment,Vendor,534668,No,No,No,Yes,No,No,No
TXN000352,APP00021,2024-02-01,Current,NEFT,Transfer,25570,Debit,Business Revenue,Vendor,509098,No,No,Yes,Yes,No,No,No
TXN000353,APP00010,2024-02-01,Current,NEFT,Transfer,47838,Credit,Utilities,Vendor,556936,No,No,No,No,No,No,No
TXN000354,APP00046,2024-02-01,Current,NEFT,Transfer,31962,Debit,Utilities,Vendor,524974,No,No,No,No,No,No,No
TXN000355,APP00002,2024-02-01,Current,NEFT,Transfer,41327,Debit,Business Revenue,Vendor,483647,No,No,Yes,No,No,No,No
TXN000356,APP00050,2024-02-01,Current,NEFT,Transfer,10798,Credit,Business Revenue,Vendor,494445,No,No,Yes,No,No,No,No
TXN000357,APP00016,2024-02-01,Current,NEFT,Transfer,20736,Debit,Business Revenue,Vendor,473709,No,No,Yes,No,No,No,No
TXN000358,APP00008,2024-02-01,Current,NEFT,Transfer,41816,Credit,Business Revenue,Vendor,515525,No,No,Yes,Yes,No,No,No
TXN000359,APP00033,2024-02-01,Current,NEFT,Transfer,33756,Debit,Rent,Vendor,481769,No,No,No,No,No,No,No
TXN000360,APP00028,2024-02-01,Current,NEFT,Transfer,48090,Debit,GST,Vendor,433679,Yes,No,No,No,No,No,No
TXN000361,APP00043,2024-02-01,Current,NEFT,Transfer,38399,Credit,Vendor Payment,Vendor,472078,No,No,No,No,No,No,No
TXN000362,APP00034,2024-02-01,Current,NEFT,Transfer,35307,Credit,Business Revenue,Vendor,507385,No,No,Yes,No,No,No,No
TXN000363,APP00031,2024-02-01,Current,NEFT,Transfer,34267,Debit,EMI,Vendor,473118,No,Yes,No,No,No,No,No
TXN000364,APP00048,2024-02-01,Current,NEFT,Transfer,26354,Credit,GST,Vendor,499472,Yes,No,No,No,No,No,No
TXN000365,APP00047,2024-02-01,Current,NEFT,Transfer,5427,Credit,Vendor Payment,Vendor,504899,No,No,No,No,No,No,No
TXN000366,APP00003,2024-02-01,Current,NEFT,Transfer,7793,Credit,Vendor Payment,Vendor,512692,No,No,No,No,No,No,No
TXN000367,APP00050,2024-02-01,Current,NEFT,Transfer,23187,Debit,Utilities,Vendor,489505,No,No,No,No,No,No,No
TXN000368,APP00012,2024-02-01,Current,NEFT,Transfer,46573,Credit,Rent,Vendor,536078,No,No,No,Yes,No,No,No
TXN000369,APP00013,2024-02-01,Current,NEFT,Transfer,30994,Debit,GST,Vendor,505084,Yes,No,No,No,No,No,No
TXN000370,APP00020,2024-02-01,Current,NEFT,Transfer,14072,Debit,GST,Vendor,491012,Yes,No,No,No,No,No,No
TXN000371,APP00003,2024-02-01,Current,NEFT,Transfer,36588,Credit,GST,Vendor,527600,Yes,No,No,No,No,No,No
TXN000372,APP00050,2024-02-01,Current,NEFT,Transfer,13524,Credit,GST,Vendor,541124,Yes,No,No,No,No,No,No
TXN000373,APP00008,2024-02-01,Current,NEFT,Transfer,43974,Credit,GST,Vendor,585098,Yes,No,No,No,No,No,No
TXN000374,APP00029,2024-02-01,Current,NEFT,Transfer,29636,Credit,Rent,Vendor,614734,No,No,No,Yes,No,No,No
TXN000375,APP00032,2024-02-01,Current,NEFT,Transfer,26339,Credit,Vendor Payment,Vendor,641073,No,No,No,No,No,No,No
TXN000376,APP00006,2024-02-01,Current,NEFT,Transfer,25074,Credit,Utilities,Vendor,666147,No,No,No,No,No,No,No
TXN000377,APP00012,2024-02-01,Current,NEFT,Transfer,6172,Credit,Salary,Vendor,672319,No,No,Yes,No,No,No,No
TXN000378,APP00021,2024-02-01,Current,NEFT,Transfer,22050,Debit,Business Revenue,Vendor,650269,No,No,Yes,No,No,No,No
TXN000379,APP00046,2024-02-01,Current,NEFT,Transfer,21086,Credit,Salary,Vendor,671355,No,No,Yes,No,No,No,No
TXN000380,APP00029,2024-02-01,Current,NEFT,Transfer,46204,Credit,GST,Vendor,717559,Yes,No,No,No,No,No,No
TXN000381,APP00041,2024-02-01,Current,NEFT,Transfer,24105,Credit,GST,Vendor,741664,Yes,No,No,Yes,No,No,No
TXN000382,APP00041,2024-02-01,Current,NEFT,Transfer,4759,Debit,Rent,Vendor,736905,No,No,No,No,No,No,No
TXN000383,APP00010,2024-02-01,Current,NEFT,Transfer,34625,Debit,Business Revenue,Vendor,702280,No,No,Yes,Yes,No,No,No
TXN000384,APP00009,2024-02-01,Current,NEFT,Transfer,45439,Credit,Business Revenue,Vendor,747719,No,No,Yes,No,No,No,No
TXN000385,APP00037,2024-02-01,Current,NEFT,Transfer,25007,Credit,EMI,Vendor,772726,No,Yes,No,No,No,No,No
TXN000386,APP00024,2024-02-01,Current,NEFT,Transfer,11055,Credit,GST,Vendor,783781,Yes,No,No,No,No,No,No
TXN000387,APP00024,2024-02-01,Current,NEFT,Transfer,6038,Debit,Salary,Vendor,777743,No,No,Yes,No,No,No,No
TXN000388,APP00008,2024-02-01,Current,NEFT,Transfer,43569,Credit,Vendor Payment,Vendor,821312,No,No,No,No,No,No,No
TXN000389,APP00025,2024-02-01,Current,NEFT,Transfer,13192,Credit,Salary,Vendor,834504,No,No,Yes,Yes,No,No,No
TXN000390,APP00017,2024-02-01,Current,NEFT,Transfer,8717,Credit,Utilities,Vendor,843221,No,No,No,No,No,No,No
TXN000391,APP00032,2024-02-01,Current,NEFT,Transfer,15062,Credit,Rent,Vendor,858283,No,No,No,No,No,No,No
TXN000392,APP00012,2024-02-01,Current,NEFT,Transfer,9895,Debit,EMI,Vendor,848388,No,Yes,No,Yes,No,No,No
TXN000393,APP00044,2024-02-01,Current,NEFT,Transfer,30170,Debit,Utilities,Vendor,818218,No,No,No,Yes,No,No,No
TXN000394,APP00005,2024-02-01,Current,NEFT,Transfer,21944,Credit,Rent,Vendor,840162,No,No,No,No,No,No,No
TXN000395,APP00011,2024-02-01,Current,NEFT,Transfer,20029,Credit,Utilities,Vendor,860191,No,No,No,No,No,No,No
TXN000396,APP00024,2024-02-01,Current,NEFT,Transfer,46889,Debit,Utilities,Vendor,813302,No,No,No,No,No,No,No
TXN000397,APP00032,2024-02-01,Current,NEFT,Transfer,14171,Debit,Vendor Payment,Vendor,799131,No,No,No,No,No,No,No
TXN000398,APP00036,2024-02-01,Current,NEFT,Transfer,37308,Credit,EMI,Vendor,836439,No,Yes,No,No,No,No,No
TXN000399,APP00026,2024-02-01,Current,NEFT,Transfer,6650,Debit,GST,Vendor,829789,Yes,No,No,Yes,No,No,No
TXN000400,APP00027,2024-02-01,Current,NEFT,Transfer,48111,Credit,Salary,Vendor,877900,No,No,Yes,No,No,No,No
TXN000401,APP00042,2024-02-01,Current,NEFT,Transfer,5833,Debit,GST,Vendor,872067,Yes,No,No,No,No,No,No
TXN000402,APP00050,2024-02-01,Current,NEFT,Transfer,31528,Credit,Vendor Payment,Vendor,903595,No,No,No,No,No,No,No
TXN000403,APP00009,2024-02-01,Current,NEFT,Transfer,39521,Debit,Utilities,Vendor,864074,No,No,No,No,No,No,No
TXN000404,APP00010,2024-02-01,Current,NEFT,Transfer,4631,Debit,Salary,Vendor,859443,No,No,Yes,No,No,No,No
TXN000405,APP00015,2024-02-01,Current,NEFT,Transfer,11614,Credit,Rent,Vendor,871057,No,No,No,No,No,No,No
TXN000406,APP00006,2024-02-01,Current,NEFT,Transfer,35006,Credit,Utilities,Vendor,906063,No,No,No,No,No,No,No
TXN000407,APP00041,2024-02-01,Current,NEFT,Transfer,42619,Credit,Vendor Payment,Vendor,948682,No,No,No,No,No,No,No
TXN000408,APP00042,2024-02-01,Current,NEFT,Transfer,35962,Debit,Salary,Vendor,912720,No,No,Yes,No,No,No,No
TXN000409,APP00043,2024-02-01,Current,NEFT,Transfer,39053,Debit,Vendor Payment,Vendor,873667,No,No,No,No,No,No,No
TXN000410,APP00037,2024-02-01,Current,NEFT,Transfer,40658,Credit,Utilities,Vendor,914325,No,No,No,No,No,No,No
TXN000411,APP00042,2024-02-01,Current,NEFT,Transfer,2859,Debit,Business Revenue,Vendor,911466,No,No,Yes,No,No,No,No
TXN000412,APP00037,2024-02-01,Current,NEFT,Transfer,18344,Debit,Utilities,Vendor,893122,No,No,No,No,No,No,No
TXN000413,APP00041,2024-02-01,Current,NEFT,Transfer,42876,Debit,EMI,Vendor,850246,No,Yes,No,No,No,No,No
