Application_ID,Application_Date,State,City,MSME_Sector,Business_Vintage_Years,Annual_Turnover,GST_Turnover,ITR_Income,Monthly_Cash_Inflow,Monthly_Cash_Outflow,Existing_Obligations,Requested_Loan,Approved_Loan,Tenure_Months,Interest_Rate,Credit_Bureau_Score,Alternative_Data_Score,MSME_Risk_Rank,DPD_30_Count,DPD_90_Count,Bank_Statement_Risk_Flag,Fraud_Flag,KYC_Status,Underwriting_Status,Approval_Status,Disbursement_Status,Processing_TAT_Hours,Region,Lender_Type
APP00127,2024-01-15,Maharashtra,Mumbai,Agriculture,15,9965180,2282551,818064,484516,317125,66255,755173,755173,24,14.37,735,59,Low,0,0,No,No,Completed,Completed,Approved,Completed,53,West,NBFC
APP00128,2024-01-15,Maharashtra,Mumbai,Retail,8,1433413,8007331,1406829,319089,247802,59873,4381338,0,60,9.99,623,79,High,2,0,No,No,Completed,Completed,Rejected,N/A,79,West,NBFC
APP00129,2024-01-15,Maharashtra,Mumbai,Agriculture,6,1569713,1410921,7801248,86185,277501,4159,3654231,0,36,12.98,611,99,Low,3,1,No,No,Completed,Completed,Rejected,N/A,120,North,NBFC
APP00130,2024-01-15,Maharashtra,Mumbai,Technology,3,6334610,2390334,1797145,331678,236075,69316,4623978,4623978,24,15.69,774,64,Low,0,0,No,No,Completed,Completed,Approved,Completed,142,North,NBFC
APP00131,2024-01-15,Maharashtra,Mumbai,Agriculture,4,8228009,6207596,1601252,194519,128818,95030,2026561,2026561,12,9.77,736,92,Medium,0,0,No,No,Completed,Completed,Approved,Completed,28,West,NBFC
APP00132,2024-01-15,Maharashtra,Mumbai,Retail,10,1063316,7890038,5314583,402333,398724,6380,946382,0,24,15.79,617,75,Medium,1,0,No,No,Completed,Completed,Rejected,N/A,59,South,NBFC
APP00133,2024-01-15,Maharashtra,Mumbai,Agriculture,6,5879867,4374590,2831383,125109,376141,68321,4932763,0,24,13.02,659,67,Low,1,0,No,No,Completed,Completed,Rejected,N/A,150,East,NBFC
APP00134,2024-01-15,Maharashtra,Mumbai,Manufacturing,13,9299030,5747476,6141058,268274,244045,19558,3297356,3297356,36,12.7,841,98,High,0,0,No,No,Completed,Completed,Approved,Completed,100,East,NBFC
APP00135,2024-01-15,Maharashtra,Mumbai,Retail,7,9849720,2649703,3558295,177327,163691,26651,3561789,0,36,15.0,834,78,Medium,0,0,No,No,Completed,Completed,Rejected,N/A,72,West,NBFC
APP00136,2024-01-15,Maharashtra,Mumbai,Manufacturing,14,1721118,3556856,7049898,449348,338063,94936,431748,0,60,11.34,696,63,Medium,2,0,No,No,Completed,Completed,Rejected,N/A,72,East,NBFC
APP00137,2024-01-15,Maharashtra,Mumbai,Manufacturing,7,4515307,5795804,6805481,198404,229576,61112,1815580,1815580,60,15.01,834,69,Medium,0,0,No,No,Completed,Completed,Approved,Completed,143,West,NBFC
APP00138,2024-01-15,Maharashtra,Mumbai,Manufacturing,6,5749960,7344595,683488,344924,146011,97157,1803956,1803956,24,9.64,794,85,High,0,0,No,No,Completed,Completed,Approved,Completed,63,West,NBFC
APP00139,2024-01-15,Maharashtra,Mumbai,Retail,10,4622665,8776888,4919124,393203,389056,44245,3286326,0,36,15.99,658,81,High,3,0,No,No,Completed,Completed,Rejected,N/A,114,East,NBFC
APP00140,2024-01-15,Maharashtra,Mumbai,Retail,15,9595547,1385360,4695164,67733,68970,87584,1643904,1643904,12,16.0,784,76,Low,0,0,No,No,Completed,Completed,Approved,Completed,62,South,NBFC
APP00141,2024-01-15,Maharashtra,Mumbai,Manufacturing,10,8606820,8584838,431967,53466,309032,72305,607092,607092,48,9.6,729,83,High,0,0,No,No,Completed,Completed,Approved,Completed,28,South,NBFC
APP00142,2024-01-15,Maharashtra,Mumbai,Agriculture,2,2115878,2898085,2321393,150627,354943,69003,1603799,1603799,36,16.43,806,67,Medium,0,0,No,No,Completed,Completed,Approved,Completed,141,West,NBFC
APP00143,2024-01-15,Maharashtra,Mumbai,Agriculture,11,1031577,1968678,3699720,248843,227745,72443,776263,776263,48,9.98,778,50,High,0,0,No,No,Completed,Completed,Approved,Completed,135,South,NBFC
APP00144,2024-01-15,Maharashtra,Mumbai,Services,4,4046989,8377571,2574110,74411,68979,89709,456950,456950,36,17.14,829,86,High,0,0,Yes,No,Completed,Completed,Approved,Completed,104,North,NBFC
APP00145,2024-01-15,Maharashtra,Mumbai,Manufacturing,15,1790796,5421033,1662731,345676,156076,74277,3441149,3441149,48,15.25,750,84,Medium,0,0,No,No,Completed,Completed,Approved,Completed,44,South,NBFC
APP00146,2024-01-15,Maharashtra,Mumbai,Agriculture,7,4394730,1675374,3157099,367282,351842,78067,919447,0,48,17.74,613,70,Low,2,1,No,No,Completed,Completed,Rejected,N/A,120,East,NBFC
APP00147,2024-01-15,Maharashtra,Mumbai,Technology,2,5455645,4534741,6281987,88538,73011,35123,3288281,3288281,24,12.73,774,100,High,0,0,No,No,Completed,Completed,Approved,Completed,116,South,NBFC
APP00148,2024-01-15,Maharashtra,Mumbai,Manufacturing,8,6538413,4925929,1157579,119471,75768,24561,2685934,0,48,13.32,601,85,High,3,0,Yes,No,Completed,Completed,Rejected,N/A,47,North,NBFC
APP00149,2024-01-15,Maharashtra,Mumbai,Agriculture,7,7006196,1821022,6380430,343358,157266,74967,2548193,2548193,60,10.94,821,74,Low,0,0,No,No,Completed,Completed,Approved,Completed,150,East,NBFC
APP00150,2024-01-15,Maharashtra,Mumbai,Retail,5,7564924,5429008,4362026,460342,70328,47333,3746328,0,36,17.53,642,96,High,3,0,No,No,Completed,Completed,Rejected,N/A,25,North,NBFC
APP00151,2024-01-15,Maharashtra,Mumbai,Technology,8,6115941,7624541,7140704,481769,371330,77908,2864396,2864396,24,12.05,815,88,High,0,0,No,No,Completed,Completed,Approved,Completed,125,East,NBFC
APP00152,2024-01-15,Maharashtra,Mumbai,Services,10,4567204,5867463,3454580,196958,236011,47843,4218867,4218867,12,17.42,788,62,High,0,0,No,No,Completed,Completed,Approved,Completed,164,East,NBFC
APP00153,2024-01-15,Maharashtra,Mumbai,Manufacturing,13,5387726,1560289,7169981,494485,244508,88208,3778026,3778026,48,10.68,841,69,Low,0,0,No,No,Completed,Completed,Approved,Completed,132,West,NBFC
APP00154,2024-01-15,Maharashtra,Mumbai,Technology,10,7224393,8899549,7595016,412654,249310,71256,4120112,4120112,12,16.22,714,73,High,0,0,No,No,Completed,Completed,Approved,Completed,45,North,NBFC
APP00155,2024-01-15,Maharashtra,Mumbai,Manufacturing,11,1243175,7104473,6613960,223852,255682,13886,1495348,1495348,12,10.34,768,64,High,0,0,No,No,Completed,Completed,Approved,Completed,80,South,NBFC
APP00156,2024-01-15,Maharashtra,Mumbai,Technology,13,8896422,2929080,3193796,62877,283111,13703,3984455,0,36,13.04,700,55,Low,0,0,No,No,Completed,Completed,Rejected,N/A,113,East,NBFC
APP00157,2024-01-15,Maharashtra,Mumbai,Services,8,6343509,8388681,1118921,279725,395304,59303,4471428,4471428,36,10.07,716,52,High,0,0,No,No,Completed,Completed,Approved,Completed,51,East,NBFC
APP00158,2024-01-15,Maharashtra,Mumbai,Retail,6,9892706,7553291,4175991,171559,242361,82543,1443315,1443315,24,11.08,732,92,Medium,0,0,No,No,Completed,Completed,Approved,Completed,74,South,NBFC
APP00159,2024-01-15,Maharashtra,Mumbai,Technology,12,4103680,3852490,2634925,444435,398972,8200,137329,0,60,10.36,699,84,Low,2,0,No,No,Completed,Completed,Rejected,N/A,91,West,NBFC
APP00160,2024-01-15,Maharashtra,Mumbai,Technology,10,2416496,6237206,3252663,493294,270050,80918,3392897,3392897,24,16.42,752,95,Medium,0,0,No,No,Completed,Completed,Approved,Completed,58,East,NBFC
APP00161,2024-01-15,Maharashtra,Mumbai,Services,2,3570977,6663036,6116967,124112,297819,50916,2661713,0,48,14.57,661,86,Medium,3,0,No,No,Completed,Completed,Rejected,N/A,68,North,NBFC
APP00162,2024-01-15,Maharashtra,Mumbai,Agriculture,6,8066540,1299447,7560526,238239,35024,63518,1669496,1669496,24,11.16,725,74,High,0,0,No,No,Completed,Completed,Approved,Completed,149,South,NBFC
APP00163,2024-01-15,Maharashtra,Mumbai,Technology,1,4199871,5300455,574266,194102,147882,70465,4842900,4842900,36,10.93,725,79,High,0,0,No,No,Completed,Completed,Approved,Completed,164,West,NBFC
APP00164,2024-01-15,Maharashtra,Mumbai,Agriculture,14,6654919,1098108,6675376,426952,261403,71611,4655904,4655904,24,17.91,746,56,High,0,0,No,No,Completed,Completed,Approved,Completed,100,North,NBFC
APP00165,2024-01-15,Maharashtra,Mumbai,Manufacturing,14,1959332,7766370,7558582,111544,154227,27509,3024075,0,60,15.36,667,95,High,3,0,No,No,Completed,Completed,Rejected,N/A,76,West,NBFC
APP00166,2024-01-15,Maharashtra,Mumbai,Retail,10,9539036,3224903,3015003,419126,183424,37923,2457912,2457912,60,11.77,745,82,High,0,0,No,No,Completed,Completed,Approved,Completed,129,North,NBFC
APP00167,2024-01-15,Maharashtra,Mumbai,Manufacturing,4,2953557,5803886,7249809,179789,384541,51472,1213091,1213091,48,10.71,821,90,Medium,0,0,No,No,Completed,Completed,Approved,Completed,43,East,NBFC
APP00168,2024-01-15,Maharashtra,Mumbai,Manufacturing,8,8688027,5891002,5181796,51296,78833,95804,3195993,3195993,48,14.9,731,94,Medium,0,0,No,No,Completed,Completed,Approved,Completed,125,West,NBFC
APP00169,2024-01-15,Maharashtra,Mumbai,Retail,6,5257902,6066591,4891173,353003,98468,74205,2352650,2352650,48,16.2,811,93,Low,0,0,Yes,No,Completed,Completed,Approved,Completed,141,West,NBFC
APP00170,2024-01-15,Maharashtra,Mumbai,Manufacturing,8,511340,7577281,1997168,411020,99160,85196,3801774,3801774,36,10.85,837,67,Low,0,0,No,No,Completed,Completed,Approved,Completed,119,North,NBFC
APP00171,2024-01-15,Maharashtra,Mumbai,Retail,7,2030068,1996917,309112,161894,279984,10215,2064140,2064140,24,14.55,701,83,High,0,0,No,Yes,Completed,Completed,Approved,Completed,111,North,NBFC
APP00172,2024-01-15,Maharashtra,Mumbai,Manufacturing,4,6926846,1898726,6430087,472553,83701,13526,694150,694150,36,12.62,777,69,Low,0,0,No,No,Completed,Completed,Approved,Completed,58,West,NBFC
APP00173,2024-01-15,Maharashtra,Mumbai,Retail,8,6391952,3974477,5568717,442308,109363,53963,1476709,1476709,60,15.34,735,63,Low,0,0,No,No,Completed,Completed,Approved,Completed,55,North,NBFC
APP00174,2024-01-15,Maharashtra,Mumbai,Agriculture,6,2845961,4557165,2623373,387966,74170,32527,3701973,0,60,14.61,689,96,High,2,0,No,No,Completed,Completed,Rejected,N/A,101,West,NBFC
APP00175,2024-01-15,Maharashtra,Mumbai,Retail,13,4515476,8702838,3537042,109110,156396,65481,557759,557759,60,10.1,791,50,Medium,0,0,No,No,Completed,Completed,Approved,Completed,131,South,NBFC
APP00176,2024-01-15,Maharashtra,Mumbai,Services,1,1633008,631415,2499369,163111,50880,7925,712299,712299,48,13.81,795,90,High,0,0,No,No,Completed,Completed,Approved,Completed,126,South,NBFC
APP00177,2024-01-15,Maharashtra,Mumbai,Manufacturing,5,1825761,8978269,2004544,473656,111462,70305,801263,0,36,12.82,671,90,High,0,0,No,No,Completed,Completed,Rejected,N/A,85,South,NBFC
APP00178,2024-01-15,Maharashtra,Mumbai,Manufacturing,2,8106317,1323227,2894513,399217,375008,97079,3744712,0,24,10.52,622,95,Low,0,0,No,No,Completed,Completed,Rejected,N/A,156,South,NBFC
APP00179,2024-01-15,Maharashtra,Mumbai,Services,12,5009119,2380663,6771226,65391,205642,56272,1164771,0,36,13.95,695,66,High,0,0,No,No,Completed,Completed,Rejected,N/A,38,South,NBFC
APP00180,2024-01-15,Maharashtra,Mumbai,Technology,5,2226457,2334976,2215995,438382,296770,336,1419611,0,12,16.8,694,50,Low,0,0,No,No,Completed,Completed,Rejected,N/A,62,South,NBFC
APP00181,2024-01-15,Maharashtra,Mumbai,Retail,4,5898941,4565165,3791813,427638,197738,35554,3617924,3617924,12,14.36,741,57,High,0,0,No,No,Completed,Completed,Approved,Completed,81,North,NBFC
APP00182,2024-01-15,Maharashtra,Mumbai,Agriculture,14,5236323,5612643,3045599,95290,319979,59866,4001492,4001492,12,12.64,844,68,High,0,0,No,No,Completed,Completed,Approved,Completed,86,North,NBFC
APP00183,2024-01-15,Maharashtra,Mumbai,Technology,12,9669742,4512546,1563042,53343,244977,3133,1739322,1739322,24,14.1,751,90,High,0,0,No,No,Completed,Completed,Approved,Completed,24,East,NBFC
APP00184,2024-01-15,Maharashtra,Mumbai,Technology,9,4495789,7443341,4427437,81402,104644,93277,1821295,0,36,10.29,626,64,High,3,1,No,No,Completed,Completed,Rejected,N/A,48,East,NBFC
APP00185,2024-01-15,Maharashtra,Mumbai,Agriculture,10,1544933,7697801,5856982,118528,154136,38230,727723,727723,36,16.73,763,75,High,0,0,No,No,Completed,Completed,Approved,Completed,139,South,NBFC
APP00186,2024-01-15,Maharashtra,Mumbai,Services,3,2328260,3007356,1186321,136179,265702,61086,1800476,0,36,12.96,619,84,Medium,1,1,No,No,Completed,Completed,Rejected,N/A,54,South,NBFC
APP00187,2024-01-15,Maharashtra,Mumbai,Manufacturing,4,5999465,2888460,1065149,422851,160138,46627,438310,438310,48,13.86,806,93,Medium,0,0,No,No,Completed,Completed,Approved,Completed,31,South,NBFC
APP00188,2024-01-15,Maharashtra,Mumbai,Technology,2,8251799,2109721,7043574,466184,103291,15919,2195915,2195915,12,10.02,742,99,Low,0,0,No,No,Completed,Completed,Approved,Completed,119,West,NBFC
APP00189,2024-01-15,Maharashtra,Mumbai,Manufacturing,2,3817700,7839543,7088889,117523,78223,43456,282873,282873,12,9.86,834,79,Low,0,0,No,No,Completed,Completed,Approved,Completed,125,East,NBFC
APP00190,2024-01-15,Maharashtra,Mumbai,Technology,3,6438182,4002338,7919408,148121,174169,36681,3679117,0,48,17.01,697,52,High,1,0,No,No,Completed,Completed,Rejected,N/A,164,North,NBFC
APP00191,2024-01-15,Maharashtra,Mumbai,Technology,7,2802438,7433593,1973173,386935,305678,32656,2446931,0,60,16.26,622,74,High,2,1,No,No,Completed,Completed,Rejected,N/A,168,North,NBFC
APP00192,2024-01-15,Maharashtra,Mumbai,Agriculture,3,937264,5749877,5308975,164829,45363,36822,2368578,0,12,16.37,699,80,High,2,0,No,No,Completed,Completed,Rejected,N/A,64,East,NBFC
APP00193,2024-01-15,Maharashtra,Mumbai,Manufacturing,14,1437991,4081115,5129255,493812,233645,46504,4576912,4576912,24,11.0,768,87,Medium,0,0,No,No,Completed,Completed,Approved,Completed,31,South,NBFC
APP00194,2024-01-15,Maharashtra,Mumbai,Services,9,5685050,3345353,4414078,69903,77320,7362,4229097,4229097,24,14.61,744,51,High,0,0,No,No,Completed,Completed,Approved,Completed,75,South,NBFC
APP00195,2024-01-15,Maharashtra,Mumbai,Retail,1,867637,2878196,5220834,419463,104266,14538,2814459,2814459,60,16.82,783,54,Medium,0,0,No,No,Completed,Completed,Approved,Completed,49,East,NBFC
APP00196,2024-01-15,Maharashtra,Mumbai,Services,3,7829435,8573859,5745718,216347,121332,92691,1244639,0,60,15.4,682,89,Medium,1,0,No,No,Completed,Completed,Rejected,N/A,120,East,NBFC
APP00197,2024-01-15,Maharashtra,Mumbai,Services,12,530163,6969981,7436666,454137,327524,4244,1590725,0,24,14.62,632,89,Low,0,1,No,No,Completed,Completed,Rejected,N/A,84,East,NBFC
APP00198,2024-01-15,Maharashtra,Mumbai,Services,14,6132941,7893206,395593,189047,139934,32707,844287,0,12,12.48,642,100,Low,0,0,No,No,Completed,Completed,Rejected,N/A,66,East,NBFC
APP00199,2024-01-15,Maharashtra,Mumbai,Technology,7,2201688,8444494,6916346,353067,371295,99384,4680381,4680381,24,10.88,825,54,Low,0,0,No,No,Completed,Completed,Approved,Completed,50,West,NBFC
APP00200,2024-01-15,Maharashtra,Mumbai,Manufacturing,3,1758331,1962037,3134934,361443,351726,63273,3249569,0,12,13.17,643,91,Low,3,0,No,No,Completed,Completed,Rejected,N/A,72,East,NBFC
APP00201,2024-01-15,Maharashtra,Mumbai,Technology,2,1332744,6991805,5096352,338181,287398,20131,2092699,2092699,12,12.57,769,77,Low,0,0,No,No,Completed,Completed,Approved,Completed,146,East,NBFC
APP00202,2024-01-15,Maharashtra,Mumbai,Retail,3,5395783,1774659,4272598,492378,90559,40416,1836047,0,48,13.5,606,92,Medium,0,1,No,No,Completed,Completed,Rejected,N/A,118,North,NBFC
APP00203,2024-01-15,Maharashtra,Mumbai,Retail,8,8302377,4819132,2197857,488870,170803,73956,2308686,0,12,10.78,611,94,High,0,0,No,No,Completed,Completed,Rejected,N/A,129,West,NBFC
APP00204,2024-01-15,Maharashtra,Mumbai,Agriculture,14,9267475,7423480,4792220,410221,278944,75066,3347281,0,24,13.55,741,55,Medium,0,0,No,No,Completed,Completed,Rejected,N/A,152,South,NBFC
APP00205,2024-01-15,Maharashtra,Mumbai,Agriculture,3,3304559,3954926,7081860,151043,96157,5593,3866818,0,48,10.17,630,93,Medium,1,0,No,No,Completed,Completed,Rejected,N/A,41,South,NBFC
APP00206,2024-01-15,Maharashtra,Mumbai,Manufacturing,14,5133880,8086601,7993711,56482,397217,81665,2835749,2835749,60,13.94,742,76,Low,0,0,No,No,Completed,Completed,Approved,Completed,49,West,NBFC
APP00207,2024-01-15,Maharashtra,Mumbai,Manufacturing,15,6269167,7293590,2515738,250825,373297,63646,4593219,4593219,60,14.68,801,52,Low,0,0,No,No,Completed,Completed,Approved,Completed,126,North,NBFC
APP00208,2024-01-15,Maharashtra,Mumbai,Manufacturing,1,8472838,4906097,7824844,245266,40607,44284,2092959,2092959,36,12.14,827,81,High,0,0,No,No,Completed,Completed,Approved,Completed,82,West,NBFC
APP00209,2024-01-15,Maharashtra,Mumbai,Retail,5,7492286,1897984,1876518,281586,140829,53368,2791638,2791638,48,15.96,849,73,Low,0,0,No,No,Completed,Completed,Approved,Completed,103,East,NBFC
APP00210,2024-01-15,Maharashtra,Mumbai,Agriculture,15,985669,3314829,1917016,486695,135238,7553,4498031,0,24,9.78,634,53,Medium,1,1,No,No,Completed,Completed,Rejected,N/A,125,West,NBFC
APP00211,2024-01-15,Maharashtra,Mumbai,Manufacturing,8,7984373,3379359,7602121,298817,337694,72264,3224477,0,36,12.43,661,66,High,0,0,No,No,Completed,Completed,Rejected,N/A,65,North,NBFC
APP00212,2024-01-15,Maharashtra,Mumbai,Agriculture,11,3968370,4914473,5765910,264699,299107,2628,1988376,1988376,12,13.53,819,58,High,0,0,No,No,Completed,Completed,Approved,Completed,81,South,NBFC
APP00213,2024-01-15,Maharashtra,Mumbai,Services,7,6816209,6250369,4150354,182119,144404,61171,2410042,2410042,36,15.26,782,89,Medium,0,0,No,Yes,Completed,Completed,Approved,Completed,119,East,NBFC
APP00214,2024-01-15,Maharashtra,Mumbai,Agriculture,8,1571008,6041903,2619309,385856,200465,36291,1006846,0,36,15.08,676,91,Medium,1,0,No,No,Completed,Completed,Rejected,N/A,38,East,NBFC
APP00215,2024-01-15,Maharashtra,Mumbai,Agriculture,12,927068,8744531,2779711,186014,249448,53031,1273813,1273813,48,15.76,769,87,High,0,0,No,No,Completed,Completed,Approved,Completed,111,West,NBFC
APP00216,2024-01-15,Maharashtra,Mumbai,Retail,9,5536433,3251902,7351788,394779,322682,23741,3107291,3107291,36,10.33,832,58,High,0,0,No,No,Completed,Completed,Approved,Completed,70,West,NBFC
APP00217,2024-01-15,Maharashtra,Mumbai,Services,4,5652035,7454359,6910981,223705,224868,34152,3080333,0,60,12.0,656,57,Medium,0,0,No,No,Completed,Completed,Rejected,N/A,42,North,NBFC
APP00218,2024-01-15,Maharashtra,Mumbai,Technology,9,5505578,7330789,753504,497867,109051,18004,3301673,3301673,24,12.41,728,86,Medium,0,0,No,No,Completed,Completed,Approved,Completed,70,South,NBFC
APP00219,2024-01-15,Maharashtra,Mumbai,Manufacturing,6,1473306,479079,4092097,193407,139776,99771,1583309,0,24,14.4,685,60,Medium,0,0,No,No,Completed,Completed,Rejected,N/A,133,West,NBFC
APP00220,2024-01-15,Maharashtra,Mumbai,Technology,1,9455386,3745615,6429212,245612,37380,42233,139167,139167,60,11.12,847,93,Low,0,0,No,No,Completed,Completed,Approved,Completed,112,West,NBFC
APP00221,2024-01-15,Maharashtra,Mumbai,Services,9,5635759,3202133,847667,481931,53969,39085,3317454,0,36,13.38,626,83,High,2,1,No,No,Completed,Completed,Rejected,N/A,111,South,NBFC
APP00222,2024-01-15,Maharashtra,Mumbai,Technology,1,4332222,4163487,6399934,118789,140724,96216,3483894,3483894,12,14.51,792,60,Low,0,0,No,No,Completed,Completed,Approved,Completed,33,East,NBFC
APP00223,2024-01-15,Maharashtra,Mumbai,Technology,10,1304641,2213842,5782522,488367,40350,6322,507576,507576,12,13.04,797,74,Low,0,0,No,No,Completed,Completed,Approved,Completed,63,East,NBFC
APP00224,2024-01-15,Maharashtra,Mumbai,Retail,11,2194160,4929464,5524406,367526,397382,17978,3630525,0,48,16.56,677,56,High,0,0,No,No,Completed,Completed,Rejected,N/A,151,North,NBFC
APP00225,2024-01-15,Maharashtra,Mumbai,Retail,4,6504931,7274568,2777585,134081,50659,71845,4488467,4488467,48,17.24,799,94,Medium,0,0,No,Yes,Completed,Completed,Approved,Completed,46,South,NBFC
APP00226,2024-01-15,Maharashtra,Mumbai,Manufacturing,13,9084991,1659100,6369691,429362,83105,33540,855668,0,24,13.38,638,68,Medium,3,0,No,No,Completed,Completed,Rejected,N/A,34,West,NBFC
APP00227,2024-01-15,Maharashtra,Mumbai,Services,12,2444497,1993809,7440768,447517,54059,1267,3673506,3673506,24,15.14,805,60,Medium,0,0,No,No,Completed,Completed,Approved,Completed,92,East,NBFC
APP00228,2024-01-15,Maharashtra,Mumbai,Manufacturing,7,7215084,8059448,2580301,488151,232226,90426,1054892,1054892,48,16.3,808,91,Low,0,0,No,No,Completed,Completed,Approved,Completed,39,East,NBFC
APP00229,2024-01-15,Maharashtra,Mumbai,Retail,13,7851152,3441047,5428150,249098,218009,80131,4148970,4148970,12,16.83,706,96,Low,0,0,No,No,Completed,Completed,Approved,Completed,129,North,NBFC
APP00230,2024-01-15,Maharashtra,Mumbai,Technology,11,5772037,607369,6210346,405429,305155,97468,2294567,0,60,15.65,616,64,High,2,0,No,No,Completed,Completed,Rejected,N/A,147,North,NBFC
APP00231,2024-01-15,Maharashtra,Mumbai,Services,15,1415467,595368,5697219,132275,295063,61510,4783730,0,48,16.89,638,54,Medium,2,0,No,No,Completed,Completed,Rejected,N/A,153,West,NBFC
APP00232,2024-01-15,Maharashtra,Mumbai,Retail,8,7952252,7917846,1038364,499099,291334,58598,761278,761278,36,10.51,703,81,High,0,0,No,No,Completed,Completed,Approved,Completed,129,West,NBFC
APP00233,2024-01-15,Maharashtra,Mumbai,Manufacturing,15,9028492,3870388,5791149,402045,269184,44676,2655152,0,36,16.52,811,64,Medium,0,0,No,No,Completed,Completed,Rejected,N/A,145,North,NBFC
APP00234,2024-01-15,Maharashtra,Mumbai,Services,13,4220299,436858,3163511,236195,362220,38270,917360,0,60,13.94,629,94,Low,0,0,No,No,Completed,Completed,Rejected,N/A,128,West,NBFC
APP00235,2024-01-15,Maharashtra,Mumbai,Manufacturing,15,7091709,4016991,4133979,482303,129918,93950,1112889,1112889,36,10.42,756,76,Low,0,0,No,No,Completed,Completed,Approved,Completed,55,East,NBFC
APP00236,2024-01-15,Maharashtra,Mumbai,Technology,3,8868955,472773,4749018,435988,55465,72512,4329515,4329515,48,16.63,768,80,High,0,0,No,No,Completed,Completed,Approved,Completed,68,West,NBFC
APP00237,2024-01-15,Maharashtra,Mumbai,Retail,9,6953568,7424028,5408609,413077,160148,35860,2799821,0,48,17.69,699,68,Medium,1,0,No,No,Completed,Completed,Rejected,N/A,155,North,NBFC
APP00238,2024-01-15,Maharashtra,Mumbai,Services,11,4146403,3770359,2059197,377243,182347,89995,4743778,4743778,36,17.33,782,58,High,0,0,No,No,Completed,Completed,Approved,Completed,152,East,NBFC
APP00239,2024-01-15,Maharashtra,Mumbai,Agriculture,9,8559269,7404117,5955964,442098,309918,37477,3054784,3054784,48,16.37,781,83,Low,0,0,Yes,No,Completed,Completed,Approved,Completed,38,East,NBFC
APP00240,2024-01-15,Maharashtra,Mumbai,Retail,11,4703716,2856660,7341245,82523,392070,38684,2504305,2504305,24,15.91,792,52,Medium,0,0,No,No,Completed,Completed,Approved,Completed,167,East,NBFC
APP00241,2024-01-15,Maharashtra,Mumbai,Retail,13,5325775,1188191,3500947,253190,248400,89803,4385926,0,36,17.71,660,53,Low,2,0,No,No,Completed,Completed,Rejected,N/A,137,West,NBFC
APP00242,2024-01-15,Maharashtra,Mumbai,Retail,13,3746352,5335483,4064932,143022,387909,9760,1748102,1748102,24,17.68,793,97,High,0,0,No,No,Completed,Completed,Approved,Completed,95,East,NBFC
APP00243,2024-01-15,Maharashtra,Mumbai,Agriculture,10,4778461,494709,3072961,294491,111162,5235,1449969,0,24,17.39,633,88,Low,2,1,No,No,Completed,Completed,Rejected,N/A,42,East,NBFC
APP00244,2024-01-15,Maharashtra,Mumbai,Services,13,8974848,3073793,3789084,334730,311561,52876,671905,671905,12,12.47,844,63,High,0,0,No,No,Completed,Completed,Approved,Completed,79,South,NBFC
APP00245,2024-01-15,Maharashtra,Mumbai,Agriculture,2,6305039,7877055,2316184,386731,351756,81412,173850,173850,24,17.65,743,93,Medium,0,0,No,No,Completed,Completed,Approved,Completed,53,West,NBFC
APP00246,2024-01-15,Maharashtra,Mumbai,Technology,15,9171603,6690752,4614337,470907,296723,58400,307246,307246,48,9.87,738,91,Low,0,0,No,No,Completed,Completed,Approved,Completed,48,East,NBFC
APP00247,2024-01-15,Maharashtra,Mumbai,Retail,14,7617053,2143602,2024526,331938,398439,97173,1888242,0,48,15.0,760,54,High,0,0,No,No,Completed,Completed,Rejected,N/A,108,North,NBFC
APP00248,2024-01-15,Maharashtra,Mumbai,Manufacturing,3,4726314,1581822,5123133,480765,149351,33901,555233,0,48,12.8,618,90,Medium,3,1,Yes,No,Completed,Completed,Rejected,N/A,160,North,NBFC
APP00249,2024-01-15,Maharashtra,Mumbai,Manufacturing,12,1717848,6401212,4518102,105645,181957,89899,481823,481823,36,14.66,793,68,Medium,0,0,No,No,Completed,Completed,Approved,Completed,31,North,NBFC
APP00250,2024-01-15,Maharashtra,Mumbai,Technology,13,9655737,5348917,5618760,125537,186267,88773,3379883,3379883,36,17.64,736,50,High,0,0,No,No,Completed,Completed,Approved,Completed,34,South,NBFC
APP00251,2024-01-15,Maharashtra,Mumbai,Manufacturing,5,4024102,6168873,2076178,266349,368654,67181,814095,814095,24,10.87,737,64,High,0,0,No,No,Completed,Completed,Approved,Completed,70,West,NBFC
APP00252,2024-01-15,Maharashtra,Mumbai,Agriculture,8,9721841,1627162,2738171,402156,65317,32858,4704096,4704096,12,11.18,817,87,Medium,0,0,No,No,Completed,Completed,Approved,Completed,84,North,NBFC
APP00253,2024-01-15,Maharashtra,Mumbai,Manufacturing,6,8651398,7960584,3054366,373140,375727,40065,1723183,0,60,10.8,758,86,Medium,0,0,No,No,Completed,Completed,Rejected,N/A,67,East,NBFC
APP00254,2024-01-15,Maharashtra,Mumbai,Manufacturing,12,7816947,5041917,7347353,238474,100414,89073,1958292,0,36,16.96,663,79,Medium,2,0,No,No,Completed,Completed,Rejected,N/A,51,East,NBFC
APP00255,2024-01-15,Maharashtra,Mumbai,Retail,15,9536511,3695580,2508172,434588,358528,10022,1274419,1274419,12,17.08,815,82,High,0,0,Yes,No,Completed,Completed,Approved,Completed,127,North,NBFC
